Id,Score,Body
"901144","9014","<p><strong>Update: June-2021</strong></p>
<p>For a specific case when you need all query params:</p>
<pre><code>const urlSearchParams = new URLSearchParams(window.location.search);
const params = Object.fromEntries(urlSearchParams.entries());
</code></pre>
<p><strong>Update: Sep-2018</strong></p>
<p>You can use <a href=""https://developer.mozilla.org/en-US/docs/Web/API/URLSearchParams#Browser_compatibility"" rel=""noreferrer"">URLSearchParams</a> which is simple and has <a href=""https://caniuse.com/#feat=urlsearchparams"" rel=""noreferrer"">decent (but not complete) browser support</a>.</p>
<pre><code>const urlParams = new URLSearchParams(window.location.search);
const myParam = urlParams.get('myParam');
</code></pre>
<p><strong>Original</strong></p>
<p>You don't need jQuery for that purpose. You can use just some pure JavaScript:</p>
<pre><code>function getParameterByName(name, url = window.location.href) {
    name = name.replace(/[\[\]]/g, '\\$&amp;');
    var regex = new RegExp('[?&amp;]' + name + '(=([^&amp;#]*)|&amp;|#|$)'),
        results = regex.exec(url);
    if (!results) return null;
    if (!results[2]) return '';
    return decodeURIComponent(results[2].replace(/\+/g, ' '));
}
</code></pre>
<p><strong>Usage:</strong></p>
<pre><code>// query string: ?foo=lorem&amp;bar=&amp;baz
var foo = getParameterByName('foo'); // &quot;lorem&quot;
var bar = getParameterByName('bar'); // &quot;&quot; (present with empty value)
var baz = getParameterByName('baz'); // &quot;&quot; (present with no value)
var qux = getParameterByName('qux'); // null (absent)
</code></pre>
<p>NOTE: If a parameter is present several times (<code>?foo=lorem&amp;foo=ipsum</code>), you will get the first value (<code>lorem</code>). There is no standard about this and usages vary, see for example this question: <a href=""https://stackoverflow.com/questions/1746507/authoritative-position-of-duplicate-http-get-query-keys"">Authoritative position of duplicate HTTP GET query keys</a>.</p>
<p>NOTE: The function is case-sensitive. If you prefer case-insensitive parameter name, <a href=""https://stackoverflow.com/questions/3939715/case-insensitive-regex-in-javascript"">add 'i' modifier to RegExp</a></p>
<hr />
<p>This is an update based on the new <a href=""https://developer.mozilla.org/en-US/docs/Web/API/URLSearchParams"" rel=""noreferrer"">URLSearchParams specs</a> to achieve the same result more succinctly. See answer titled &quot;<a href=""https://stackoverflow.com/questions/901115/how-can-i-get-query-string-values-in-javascript/901144#12151322"">URLSearchParams</a>&quot; below.</p>
"
"951057","706","<p>In JavaScript, I rewrite every function so that it can end as soon as possible. You want the browser back in control so it can make your DOM changes.</p>

<p>Every time I've wanted a sleep in the middle of my function, I refactored to use a <code>setTimeout()</code>.</p>

<h2>Edit</h2>

<p>The infamous sleep, or delay, function within any language is much debated.  Some will say that there should always be a signal or callback to fire a given functionality, others will argue that sometimes an arbitrary moment of delay is useful.  I say that to each their own and one rule can never dictate anything in this industry.</p>

<p>Writing a sleep function is simple and made even more usable with JavaScript Promises:</p>

<pre><code>// sleep time expects milliseconds
function sleep (time) {
  return new Promise((resolve) =&gt; setTimeout(resolve, time));
}

// Usage!
sleep(500).then(() =&gt; {
    // Do something after the sleep!
});
</code></pre>
"
"2122234","52","<p>I just wrote this JavaScript code (using <a href=""http://en.wikipedia.org/wiki/Prototype_JavaScript_Framework"" rel=""noreferrer"">Prototype</a> for <a href=""http://en.wikipedia.org/wiki/Document_Object_Model"" rel=""noreferrer"">DOM</a> manipulation):</p>

<pre><code>var require = (function() {
    var _required = {};
    return (function(url, callback) {
        if (typeof url == 'object') {
            // We've (hopefully) got an array: time to chain!
            if (url.length &gt; 1) {
                // Load the nth file as soon as everything up to the
                // n-1th one is done.
                require(url.slice(0, url.length - 1), function() {
                    require(url[url.length - 1], callback);
                });
            } else if (url.length == 1) {
                require(url[0], callback);
            }
            return;
        }
        if (typeof _required[url] == 'undefined') {
            // Haven't loaded this URL yet; gogogo!
            _required[url] = [];

            var script = new Element('script', {
                src: url,
                type: 'text/javascript'
            });
            script.observe('load', function() {
                console.log(""script "" + url + "" loaded."");
                _required[url].each(function(cb) {
                    cb.call(); // TODO: does this execute in the right context?
                });
                _required[url] = true;
            });

            $$('head')[0].insert(script);
        } else if (typeof _required[url] == 'boolean') {
            // We already loaded the thing, so go ahead.
            if (callback) {
                callback.call();
            }
            return;
        }

        if (callback) {
            _required[url].push(callback);
        }
    });
})();
</code></pre>

<p>Usage:</p>

<pre><code>&lt;script src=""prototype.js""&gt;&lt;/script&gt;
&lt;script src=""require.js""&gt;&lt;/script&gt;
&lt;script&gt;
    require(['foo.js','bar.js'], function () {
        /* Use foo.js and bar.js here */
    });
&lt;/script&gt;
</code></pre>

<p>Gist: <a href=""http://gist.github.com/284442"" rel=""noreferrer"">http://gist.github.com/284442</a>.</p>
"
"951064","23","<p>First:</p>

<p>Define a function you want to execute like this:</p>

<pre><code>function alertWorld(){
  alert(""Hello World"");
}
</code></pre>

<p>Then schedule its execution with the setTimeout method:</p>

<pre><code>setTimeout(alertWorld,1000)
</code></pre>

<p>Note two things</p>

<ul>
<li>the second argument is time in miliseconds</li>
<li>as a first argument you have to pass just the name (reference) of the function, without the parenthesis</li>
</ul>
"
"951072","2","<p>This is really not a good idea, doing something like this would cause the entire page to freeze up while the system waited for your function to return.</p>
"
"503178","309","<p>It would help if you were a little more descriptive in what you are trying to do.  If you are trying to generate paged data, there are some options in how you do this.  You can generate separate links for each page that you want to be able to get directly to.</p>

<pre><code>&lt;a href='/path-to-page?page=1' class='pager-link'&gt;1&lt;/a&gt;
&lt;a href='/path-to-page?page=2' class='pager-link'&gt;2&lt;/a&gt;
&lt;span class='pager-link current-page'&gt;3&lt;/a&gt;
...
</code></pre>

<p>Note that the current page in the example is handled differently in the code and with CSS.</p>

<p>If you want the paged data to be changed via AJAX, this is where jQuery would come in.  What you would do is add a click handler to each of the anchor tags corresponding to a different page.  This click handler would invoke some jQuery code that goes and fetches the next page via AJAX and updates the table with the new data.  The example below assumes that you have a web service that returns the new page data.</p>

<pre><code>$(document).ready( function() {
    $('a.pager-link').click( function() {
        var page = $(this).attr('href').split(/\?/)[1];
        $.ajax({
            type: 'POST',
            url: '/path-to-service',
            data: page,
            success: function(content) {
               $('#myTable').html(content);  // replace
            }
        });
        return false; // to stop link
    });
});
</code></pre>
"
"951111","184","<p>I agree with the other posters, a busy sleep is just a bad idea.</p>

<p>However, setTimeout does not hold up execution, it executes the next line of the function immediately after the timeout is SET, not after the timeout expires, so that does not accomplish the same task that a sleep would accomplish.</p>

<p>The way to do it is to breakdown your function in to before and after parts. </p>

<pre><code>function doStuff()
{
  //do some things
  setTimeout(continueExecution, 10000) //wait ten seconds before continuing
}

function continueExecution()
{
   //finish doing things after the pause
}
</code></pre>

<p>Make sure your function names still accurately describe what each piece is doing (I.E. GatherInputThenWait and CheckInput, rather than funcPart1 and funcPart2)</p>

<p><strong>Edit</strong> </p>

<p>This method achieves the purpose of not executing the lines of code you decide until AFTER your timeout, while still returning control back to the client PC to execute whatever else it has queued up.</p>

<p><strong>Further Edit</strong></p>

<p>As pointed out in the comments this will absolutely NOT WORK in a loop. You could do some fancy (ugly) hacking to make it work in a loop, but in general that will just make for disastrous spaghetti code.</p>
"
"977487","72","<p>If you're using jQuery, someone actually created a ""delay"" plugin that's nothing more than a wrapper for setTimeout:</p>

<pre><code>// Delay Plugin for jQuery
// - http://www.evanbot.com
// - © 2008 Evan Byrne

jQuery.fn.delay = function(time,func){
    this.each(function(){
        setTimeout(func,time);
    });

    return this;
};
</code></pre>

<p>You can then just use it in a row of function calls as expected:</p>

<pre><code>$('#warning')
.addClass('highlight')
.delay(1000)
.removeClass('highlight');
</code></pre>
"
"5767332","189","<pre class=""lang-js prettyprint-override""><code>Array.prototype.remove_by_value = function(val) {
 for (var i = 0; i &lt; this.length; i++) {
  if (this[i] === val) {
   this.splice(i, 1);
   i--;
  }
 }
 return this;
}[
 // call like
 (1, 2, 3, 4)
].remove_by_value(3);
</code></pre>
<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>Array.prototype.remove_by_value = function(val) {
  for (var i = 0; i &lt; this.length; i++) {
    if (this[i] === val) {
      this.splice(i, 1);
      i--;
    }
  }
  return this;
}

var rooms = ['hello', 'something']

rooms = rooms.remove_by_value('hello')

console.log(rooms)</code></pre>
</div>
</div>
</p>
"
"13812954","38","<p>You can add this to your JavaScript file to allow your arrays to be ""cleared"":</p>

<pre><code>Array.prototype.clear = function() {
    this.splice(0, this.length);
};
</code></pre>

<p>Then you can use it like this:</p>

<pre><code>var list = [1, 2, 3];
list.clear();
</code></pre>

<p>Or if you want to be sure you don't destroy something:</p>

<pre><code>if (!Array.prototype.clear) {
    Array.prototype.clear = function() {
       this.splice(0, this.length);
    };
}
</code></pre>

<p>Lots of people think you shouldn't modify native objects (like Array), and I'm inclined to agree. Please use caution in deciding how to handle this.</p>
"
"15033498","17","<pre><code>Array.prototype.clear = function() {
    this.length = 0;
};
</code></pre>

<p>And call it: <code>array.clear();</code></p>
"
"1705601","9","<p>I have searched/googled quite a few webpages on javascript sleep/wait... and there is NO answer if you want javascript to ""RUN, DELAY, RUN""... what most people got was either, ""RUN, RUN(useless stuff), RUN"" or ""RUN, RUN + delayed RUN""....</p>

<p>So I ate some burgers and got thinking:::
here is a solution that works... but you have to chop up your running codes...:::
yes, I know, this is just an easier to read refactoring... still...</p>

<p>//.........................................
//example1:</p>

<pre><code>&lt;html&gt;
&lt;body&gt;
&lt;div id=""id1""&gt;DISPLAY&lt;/div&gt;

&lt;script&gt;
//javascript sleep by ""therealdealsince1982""; copyrighted 2009
//setInterval
var i = 0;

function run() {
    //pieces of codes to run
    if (i==0){document.getElementById(""id1"").innerHTML= ""&lt;p&gt;code segment ""+ i +"" is ran&lt;/p&gt;""; }
    if (i==1){document.getElementById(""id1"").innerHTML= ""&lt;p&gt;code segment ""+ i +"" is ran&lt;/p&gt;""; }
    if (i==2){document.getElementById(""id1"").innerHTML= ""&lt;p&gt;code segment ""+ i +"" is ran&lt;/p&gt;""; }
    if (i &gt;2){document.getElementById(""id1"").innerHTML= ""&lt;p&gt;code segment ""+ i +"" is ran&lt;/p&gt;""; }
    if (i==5){document.getElementById(""id1"").innerHTML= ""&lt;p&gt;all code segment finished running&lt;/p&gt;""; clearInterval(t); } //end interval, stops run
    i++; //segment of code finished running, next...
}

run();
t=setInterval(""run()"",1000);

&lt;/script&gt;
&lt;/body&gt;
&lt;/html&gt;
</code></pre>

<p>//....................................
//example2:</p>

<pre><code>&lt;html&gt;
&lt;body&gt;
&lt;div id=""id1""&gt;DISPLAY&lt;/div&gt;

&lt;script&gt;
//javascript sleep by ""therealdealsince1982""; copyrighted 2009
//setTimeout
var i = 0;

function run() {
    //pieces of codes to run, can use switch statement
    if (i==0){document.getElementById(""id1"").innerHTML= ""&lt;p&gt;code segment ""+ i +"" ran&lt;/p&gt;""; sleep(1000);}
    if (i==1){document.getElementById(""id1"").innerHTML= ""&lt;p&gt;code segment ""+ i +"" ran&lt;/p&gt;""; sleep(2000);}
    if (i==2){document.getElementById(""id1"").innerHTML= ""&lt;p&gt;code segment ""+ i +"" ran&lt;/p&gt;""; sleep(3000);}
    if (i==3){document.getElementById(""id1"").innerHTML= ""&lt;p&gt;code segment ""+ i +"" ran&lt;/p&gt;"";} //stops automatically
    i++;
}

function sleep(dur) {t=setTimeout(""run()"",dur);} //starts flow control again after dur

run(); //starts
&lt;/script&gt;
&lt;/body&gt;
&lt;/html&gt;
</code></pre>

<p>//.................
example3:</p>

<pre><code>&lt;html&gt;
&lt;body&gt;
&lt;div id=""id1""&gt;DISPLAY&lt;/div&gt;

&lt;script&gt;
//javascript sleep by ""therealdealsince1982""; copyrighted 2009
//setTimeout
var i = 0;

function flow() {
    run(i);
    i++; //code segment finished running, increment i; can put elsewhere
    sleep(1000);
    if (i==5) {clearTimeout(t);} //stops flow, must be after sleep()
}

function run(segment) {
    //pieces of codes to run, can use switch statement
    if (segment==0){document.getElementById(""id1"").innerHTML= ""&lt;p&gt;code segment ""+ segment +"" is ran&lt;/p&gt;""; }
    if (segment==1){document.getElementById(""id1"").innerHTML= ""&lt;p&gt;code segment ""+ segment +"" is ran&lt;/p&gt;""; }
    if (segment==2){document.getElementById(""id1"").innerHTML= ""&lt;p&gt;code segment ""+ segment +"" is ran&lt;/p&gt;""; }
    if (segment &gt;2){document.getElementById(""id1"").innerHTML= ""&lt;p&gt;code segment ""+ segment +"" is ran&lt;/p&gt;""; }
}

function sleep(dur) {t=setTimeout(""flow()"",dur);} //starts flow control again after dur

flow(); //starts flow
&lt;/script&gt;
&lt;/body&gt;
&lt;/html&gt;
</code></pre>

<p>//..............
example4:</p>

<pre><code>&lt;html&gt;
&lt;body&gt;
&lt;div id=""id1""&gt;DISPLAY&lt;/div&gt;

&lt;script&gt;
//javascript sleep by ""therealdealsince1982""; copyrighted 2009
//setTimeout, switch
var i = 0;

function flow() {
    switch(i)
    {
        case 0:
            run(i);
            sleep(1000);
            break;
        case 1:
            run(i);
            sleep(2000);
            break;
        case 5:
            run(i);
            clearTimeout(t); //stops flow
            break;
        default:
            run(i);
            sleep(3000);
            break;
    }
}

function run(segment) {
    //pieces of codes to run, can use switch statement
    if (segment==0){document.getElementById(""id1"").innerHTML= ""&lt;p&gt;code segment ""+ segment +"" is ran&lt;/p&gt;""; }
    if (segment==1){document.getElementById(""id1"").innerHTML= ""&lt;p&gt;code segment ""+ segment +"" is ran&lt;/p&gt;""; }
    if (segment==2){document.getElementById(""id1"").innerHTML= ""&lt;p&gt;code segment ""+ segment +"" is ran&lt;/p&gt;""; }
    if (segment &gt;2){document.getElementById(""id1"").innerHTML= ""&lt;p&gt;code segment ""+ segment +"" is ran&lt;/p&gt;""; }
    i++; //current segment of code finished running, next...
}

function sleep(dur) {t=setTimeout(""flow()"",dur);} //starts flow control again after dur

flow(); //starts flow control for first time...
&lt;/script&gt;
&lt;/body&gt;
&lt;/html&gt;
</code></pre>
"
"2924340","6","<p>For the specific case of wanting to space out a set of calls being executed by a loop, you can use something like the code below with prototype. Without prototype, you can substitute the delay function with setTimeout.</p>

<pre><code>function itemHandler(item)
{
    alert(item);
}

var itemSet = ['a','b','c'];

// Each call to itemHandler will execute
// 1 second apart
for(var i=0; i&lt;itemSet.length; i++)
{
    var secondsUntilExecution = i;
    itemHandler.delay(secondsUntilExecution, item)
}
</code></pre>
"
"5767357","13869","<p>Find the <code>index</code> of the array element you want to remove using <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Array/indexOf"" rel=""noreferrer""><code>indexOf</code></a>, and then remove that index with <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Array/splice"" rel=""noreferrer""><code>splice</code></a>.</p>
<blockquote>
<p>The splice() method changes the contents of an array by removing
existing elements and/or adding new elements.</p>
</blockquote>
<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>const array = [2, 5, 9];

console.log(array);

const index = array.indexOf(5);
if (index &gt; -1) {
  array.splice(index, 1);
}

// array = [2, 9]
console.log(array); </code></pre>
</div>
</div>
</p>
<p>The second parameter of <code>splice</code> is the number of elements to remove. Note that <code>splice</code> modifies the array in place and returns a new array containing the elements that have been removed.</p>
<hr />
<p>For the reason of completeness, here are functions. The first function removes only a single occurrence (i.e. removing the first match of <code>5</code> from <code>[2,5,9,1,5,8,5]</code>), while the second function removes all occurrences:</p>
<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>function removeItemOnce(arr, value) {
  var index = arr.indexOf(value);
  if (index &gt; -1) {
    arr.splice(index, 1);
  }
  return arr;
}

function removeItemAll(arr, value) {
  var i = 0;
  while (i &lt; arr.length) {
    if (arr[i] === value) {
      arr.splice(i, 1);
    } else {
      ++i;
    }
  }
  return arr;
}
// Usage
console.log(removeItemOnce([2,5,9,1,5,8,5], 5))
console.log(removeItemAll([2,5,9,1,5,8,5], 5))</code></pre>
</div>
</div>
</p>
<p>In TypeScript, these functions can stay type-safe with a type parameter:</p>
<pre class=""lang-js prettyprint-override""><code>function removeItem&lt;T&gt;(arr: Array&lt;T&gt;, value: T): Array&lt;T&gt; { 
  const index = arr.indexOf(value);
  if (index &gt; -1) {
    arr.splice(index, 1);
  }
  return arr;
}
</code></pre>
"
